MovieID,Date,Calendar_Week,Rank,Compare_LW,Theaters,Change,To_Date,Weekend,Weekend_Gross
rl3333391105,Oct 27-29,2023W43,7,0.0,220,0,504078,5,13661.0
rl3333391105,Nov 3-5,2023W44,10,-0.89,144,-76,519157,6,12449.0
rl3333391105,Nov 10-12,2023W45,11,-5.88,67,-77,530121,7,5129.0
rl3851256577,Apr 7-9,2023W14,3,0.0,1148,0,86508,1,74170.0
rl3851256577,Apr 14-16,2023W15,3,27.61,1089,-59,524872,2,278930.0
rl277971713,Apr 21-23,2023W16,2,0.0,3191,0,220817,1,220817.0
rl277971713,Apr 28-30,2023W17,6,-6.51,626,-2565,410077,2,76991.0
rl277971713,May 5-7,2023W18,9,-8.83,104,-522,483992,3,9004.0
rl277971713,May 12-14,2023W19,16,-0.79,22,-82,489282,4,1895.0
rl4202922753,Feb 24-26,2023W08,4,0.0,1329,0,134760,1,125362.0
rl4202922753,Mar 3-5,2023W09,4,-1.54,1153,-176,355576,2,106066.0
rl4202922753,Mar 10-12,2023W10,8,-6.81,357,-796,448689,3,33861.0
rl4202922753,Mar 17-19,2023W11,13,-8.85,40,-317,471182,4,3905.0
rl4202922753,Mar 24-26,2023W12,16,-2.23,40,0,476800,5,3033.0
rl4202922753,Mar 31-Apr 2,2023W13,16,-6.13,25,-15,479958,6,1174.0
rl4202922753,Apr 7-9,2023W14,21,-7.41,4,-21,481259,7,304.0
rl2075165441,Sep 29-Oct 1,2023W39,3,0.0,1442,0,126215,1,117763.0
rl2075165441,Oct 6-8,2023W40,6,-2.38,1170,-272,320657,2,89744.0
rl2075165441,Oct 13-15,2023W41,4,-5.19,747,-423,413313,3,43205.0
rl2075165441,Oct 27-29,2023W43,9,0.0,258,0,452601,5,5541.0
rl2075165441,Nov 3-5,2023W44,13,-7.11,41,-217,459004,6,1601.0
rl2075165441,Mar 15-17,2024W11,14,0.0,16,0,460684,25,773.0
rl2326823681,Oct 6-8,2023W40,1,0.0,3237,0,188625,1,188625.0
rl2326823681,Oct 13-15,2023W41,1,-0.62,1291,-1946,375416,2,71679.0
rl2326823681,Oct 20-22,2023W42,1,-5.75,107,-1184,431271,3,30498.0
rl2326823681,Oct 27-29,2023W43,14,-9.41,17,-90,435925,4,1792.0
rl2326823681,Nov 3-5,2023W44,19,-8.32,1,-16,436818,5,301.0
rl850100993,Sep 1-3,2023W35,4,0.0,1764,0,223005,1,223005.0
rl850100993,Sep 8-10,2023W36,5,-7.76,748,-1016,335755,2,49939.0
rl850100993,Sep 15-17,2023W37,4,-2.62,579,-169,376063,3,36860.0
rl850100993,Sep 22-24,2023W38,10,-7.01,163,-416,390173,4,11017.0
rl850100993,Sep 29-Oct 1,2023W39,11,-4.56,55,-108,400183,5,5998.0
rl850100993,Oct 6-8,2023W40,15,-6.78,20,-35,401129,6,1932.0
rl850100993,Oct 13-15,2023W41,12,-5.61,8,-12,400962,7,849.0
rl850100993,Nov 3-5,2023W44,16,0.0,7,0,401667,10,1280.0
rl850100993,Nov 10-12,2023W45,15,0.01,17,10,406570,11,1293.0
rl4186145537,Feb 24-26,2023W08,2,0.0,3377,0,256665,1,256665.0
rl4186145537,Mar 3-5,2023W09,8,-0.86,778,-2599,382103,2,35829.0
rl4186145537,Mar 10-12,2023W10,14,-9.53,53,-725,403718,3,1686.0
rl3959063297,Jan 27-29,2023W04,4,0.0,199,0,506551,1,255792.0
rl3959063297,Feb 3-5,2023W05,7,-7.94,132,-67,620616,2,52647.0
rl3959063297,Feb 10-12,2023W06,13,-0.81,27,-105,647711,3,10028.0
rl3959063297,Feb 17-19,2023W07,21,-8.82,3,-24,651468,4,1179.0
rl3959063297,Feb 24-26,2023W08,26,-7.07,2,-1,652765,5,345.0
rl3028976385,Mar 31-Apr 2,2023W13,1,0.0,4569,0,267231,1,235240.0
rl3028976385,Apr 7-9,2023W14,6,-8.47,977,-3592,409501,2,35937.0
rl3028976385,Apr 14-16,2023W15,12,-8.93,109,-868,427714,3,3840.0
rl2985591553,Dec 23-25,2022W51,3,0.0,2973,0,214379,1,214379.0
rl2985591553,"Dec 30-Jan 1, 2023",2022W52,3,-0.86,2301,-672,602918,2,195945.0
rl2985591553,Jan 6-8,2023W01,4,-5.97,1094,-1207,825319,3,78942.0
rl2985591553,Jan 13-15,2023W02,3,-0.42,998,-96,935648,4,45757.0
rl2985591553,Jan 20-22,2023W03,9,-8.29,241,-757,977950,5,7810.0
rl1119060737,Oct 6-8,2023W40,2,0.0,2995,0,211410,1,179493.0
rl1119060737,Oct 13-15,2023W41,3,-7.44,1060,-1935,360288,2,45921.0
rl1119060737,Oct 27-29,2023W43,19,0.0,329,0,403462,4,493.0
rl1318617857,Jun 2-4,2023W22,5,0.0,1659,0,144457,1,144457.0
rl1318617857,Jun 9-11,2023W23,7,-0.72,553,-1106,297002,2,40481.0
rl1318617857,Jun 16-18,2023W24,11,-7.02,197,-356,341820,3,12057.0
rl1318617857,Jun 23-25,2023W25,16,-9.88,11,-186,350170,4,142.0
rl294748929,Apr 21-23,2023W16,3,0.0,1390,0,134592,1,134592.0
rl294748929,Apr 28-30,2023W17,8,-6.79,592,-798,320055,2,43206.0
rl294748929,May 5-7,2023W18,13,-9.28,57,-535,349276,3,3121.0
rl1135837953,Oct 6-8,2023W40,3,0.0,2076,0,142758,1,142758.0
rl1135837953,Oct 13-15,2023W41,2,-6.47,992,-1084,279488,2,50400.0
rl1135837953,Oct 27-29,2023W43,11,0.0,41,0,326414,4,3121.0
rl1135837953,Nov 3-5,2023W44,18,-8.06,14,-27,329817,5,606.0
rl2491974401,Mar 24-26,2023W12,2,0.0,4758,0,624677,2,263344.0
rl2491974401,Mar 31-Apr 2,2023W13,8,-0.87,721,-4037,690154,3,34209.0
rl2795733761,Jul 28-30,2023W30,4,0.0,2038,0,111032,1,111032.0
rl2795733761,Aug 11-13,2023W32,12,0.0,187,0,325043,3,9441.0
rl4236477185,Feb 24-26,2023W08,6,0.0,905,0,71189,1,71189.0
rl4236477185,Mar 3-5,2023W09,3,6.79,1362,457,190981,2,119519.0
rl4236477185,Mar 10-12,2023W10,5,-5.32,683,-679,268307,3,55951.0
rl4236477185,Mar 17-19,2023W11,6,-5.13,269,-414,303694,4,27273.0
rl4236477185,Mar 24-26,2023W12,13,-7.56,72,-197,313019,5,6664.0
rl4236477185,Mar 31-Apr 2,2023W13,13,-2.92,37,-35,318765,6,4721.0
rl4236477185,Apr 7-9,2023W14,19,-9.08,7,-30,320317,7,436.0
rl2408547073,Apr 14-16,2023W15,5,0.0,2133,0,124243,1,124243.0
rl2408547073,Apr 21-23,2023W16,7,-6.23,623,-1510,235802,2,46823.0
rl2408547073,Apr 28-30,2023W17,10,-6.62,68,-555,277115,3,15847.0
rl2408547073,May 5-7,2023W18,11,-6.46,43,-25,300790,4,5610.0
rl2408547073,May 12-14,2023W19,12,-4.22,35,-8,306576,5,3245.0
rl2408547073,May 19-21,2023W20,13,-3.44,13,-22,311682,6,2129.0
rl2408547073,May 26-28,2023W21,13,-4.89,9,-4,314281,7,1088.0
rl2408547073,Jun 2-4,2023W22,11,12.34,11,2,318747,8,2431.0
rl1236894465,Oct 27-29,2023W43,4,0.0,647,0,83595,1,69988.0
rl1236894465,Nov 3-5,2023W44,9,-7.69,407,-240,140289,2,16156.0
rl1236894465,Nov 10-12,2023W45,18,-9.47,25,-382,300468,3,851.0
rl1706459905,Oct 27-29,2023W43,2,0.0,209,0,208624,1,164563.0
rl1706459905,Nov 3-5,2023W44,4,-5.63,931,722,309617,2,71923.0
rl1706459905,Nov 10-12,2023W45,9,-8.78,48,-883,322489,3,8801.0
rl3975840513,Jan 27-29,2023W04,5,0.0,975,0,188471,1,188471.0
rl3975840513,Feb 3-5,2023W05,14,-9.12,226,-749,267464,2,16603.0
rl1023050497,Jan 20-22,2023W03,6,0.0,298,0,24637,1,24637.0
rl1023050497,Jan 27-29,2023W04,9,9.93,359,61,221334,2,49102.0
rl1023050497,Feb 3-5,2023W05,17,-8.83,40,-319,252468,3,5738.0
rl1023050497,Feb 10-12,2023W06,22,-6.81,18,-22,257510,4,1832.0
rl1430355969,Nov 17-19,2023W46,4,0.0,204,0,205573,1,149625.0
rl1430355969,Nov 24-26,2023W47,8,-6.79,185,-19,263179,2,48033.0
rl1430355969,Dec 1-3,2023W48,9,-4.16,304,119,333676,3,28034.0
rl1430355969,Dec 15-17,2023W50,21,0.0,2,0,307161,5,694.0
rl1335395073,Jun 2-4,2023W22,7,0.0,1376,0,84073,1,84073.0
rl1335395073,Jun 9-11,2023W23,8,-5.45,597,-779,194561,2,38228.0
rl1335395073,Jun 16-18,2023W24,13,-7.28,160,-437,243816,3,10412.0
rl1335395073,Jun 23-25,2023W25,15,-9.68,19,-141,250647,4,329.0
rl3506340609,Feb 10-12,2023W06,5,0.0,1010,0,98257,1,98257.0
rl3506340609,Feb 17-19,2023W07,8,-8.59,170,-840,244095,2,13817.0
rl1032225537,Mar 10-12,2023W10,2,0.0,2288,0,240022,1,155517.0
rl1032225537,Mar 17-19,2023W11,9,-9.24,349,-1939,316216,2,11829.0
rl1032225537,Mar 24-26,2023W12,23,-9.75,4,-345,320164,3,290.0
rl2810610433,Mar 17-19,2023W11,4,0.0,1434,0,106239,1,106239.0
rl2810610433,Mar 24-26,2023W12,8,-6.55,605,-829,201140,2,36647.0
rl2810610433,Mar 31-Apr 2,2023W13,14,-8.96,99,-506,220337,3,3796.0
rl2810610433,Apr 7-9,2023W14,18,-8.35,11,-88,224305,4,628.0
rl563118849,Apr 28-30,2023W17,5,0.0,796,0,97449,1,88777.0
rl563118849,May 5-7,2023W18,5,-7.34,355,-441,215706,2,23602.0
rl563118849,May 12-14,2023W19,11,-8.42,68,-287,235617,3,3730.0
rl563118849,May 19-21,2023W20,17,-9.54,6,-62,238401,4,173.0
rl563118849,Oct 13-15,2023W41,11,0.0,92,0,231214,25,2266.0
rl3885794049,Jun 30-Jul 2,2023W26,4,0.0,1855,0,126612,1,106987.0
rl3885794049,Jul 7-9,2023W27,5,-7.74,626,-1229,204345,2,24201.0
rl3885794049,Jul 14-16,2023W28,10,-8.73,46,-580,215428,3,3073.0
rl3885794049,Jul 28-30,2023W30,16,0.0,4,0,219215,5,500.0
rl3885794049,Aug 11-13,2023W32,19,0.0,3,0,219784,7,181.0
rl883655425,Sep 1-3,2023W35,6,0.0,1532,0,94154,1,94130.0
rl883655425,Sep 8-10,2023W36,6,-7.35,488,-1044,181555,2,24983.0
rl883655425,Sep 15-17,2023W37,12,-8.33,89,-399,198467,3,4168.0
rl883655425,Sep 22-24,2023W38,17,-8.21,19,-70,200061,4,745.0
rl1447133185,Nov 17-19,2023W46,7,0.0,335,0,81056,1,81056.0
rl1447133185,Nov 24-26,2023W47,9,-4.73,655,320,198930,2,42690.0
rl1447133185,Dec 1-3,2023W48,14,-6.46,207,-448,236620,3,15124.0
rl1447133185,Dec 8-10,2023W49,1,-1.75,69,-138,194779,4,12480.0
rl1152615169,Oct 6-8,2023W40,5,0.0,1469,0,462702,2,95400.0
rl1152615169,Oct 27-29,2023W43,12,0.0,52,0,553267,5,2500.0
rl1152615169,Nov 3-5,2023W44,14,-3.71,22,-30,556300,6,1573.0
rl1039827713,Jan 20-22,2023W03,7,0.0,212,0,20011,1,20011.0
rl1039827713,Jan 27-29,2023W04,10,14.42,385,173,171397,2,48875.0
rl1039827713,Feb 3-5,2023W05,16,-8.38,74,-311,185423,3,7912.0
rl1039827713,Dec 1-3,2023W48,19,0.0,128,0,182821,46,3093.0
rl653689601,Jan 6-8,2023W01,3,0.0,1955,0,106480,1,88752.0
rl653689601,Jan 13-15,2023W02,5,-7.47,854,-1101,175440,2,22483.0
rl653689601,Jan 20-22,2023W03,12,-7.99,187,-667,199024,3,4525.0
rl77890305,Aug 4-6,2023W31,2,0.0,1660,0,91339,1,91339.0
rl77890305,Aug 11-13,2023W32,10,-8.09,377,-1283,174778,2,17421.0
rl94667521,Aug 4-6,2023W31,3,0.0,2318,0,132734,1,80322.0
rl94667521,Aug 11-13,2023W32,11,-8.33,470,-1848,225271,2,13402.0
rl965903105,May 5-7,2023W18,7,0.0,299,0,15603,1,15603.0
rl965903105,May 12-14,2023W19,5,24.96,718,419,70215,2,54547.0
rl965903105,May 19-21,2023W20,6,-7.03,164,-554,132427,3,16225.0
rl965903105,May 26-28,2023W21,12,-8.28,34,-130,165470,4,2785.0
rl965903105,Jun 2-4,2023W22,12,-0.18,14,-20,170983,5,2283.0
rl2812510977,Jul 28-30,2023W30,6,0.0,1269,0,86124,1,74699.0
rl2812510977,Aug 4-6,2023W31,5,-6.63,624,-645,165519,2,25195.0
rl2812510977,Aug 11-13,2023W32,18,-9.91,10,-614,179135,3,227.0
rl866878209,Sep 1-3,2023W35,5,0.0,1747,0,111373,1,111373.0
rl866878209,Sep 8-10,2023W36,12,-9.42,290,-1457,162730,2,6464.0
rl866878209,Sep 15-17,2023W37,18,-9.59,14,-276,166340,3,267.0
rl2806218753,Nov 24-26,2023W47,7,0.0,1510,0,107048,1,81251.0
rl2806218753,Dec 1-3,2023W48,11,-6.71,633,-877,185176,2,26723.0
rl3045753601,Mar 31-Apr 2,2023W13,4,0.0,1485,0,74869,1,74869.0
rl3045753601,Apr 7-9,2023W14,7,-7.75,371,-1114,144078,2,16866.0
rl3045753601,Apr 14-16,2023W15,18,-9.87,10,-361,153397,3,227.0
rl3986457345,Jun 30-Jul 2,2023W26,6,0.0,190,0,78107,1,78107.0
rl3986457345,Jul 7-9,2023W27,6,-7.33,377,187,139497,2,20885.0
rl3986457345,Jul 14-16,2023W28,9,-8.17,19,-358,145088,3,3820.0
rl3986457345,Jul 21-23,2023W29,11,-5.94,3,-16,149150,4,1551.0
rl3986457345,Jul 28-30,2023W30,18,-7.67,5,2,155389,5,362.0
rl3986457345,Aug 4-6,2023W31,17,0.14,1,-4,150850,6,367.0
rl3986457345,Aug 18-20,2023W33,2,0.0,1,0,152545,8,561.0
rl3419964929,Aug 9-11,2019W32,5,0.0,937,0,217925,1,82902.0
rl3419964929,Aug 16-18,2019W33,13,-9.27,67,-870,250470,2,6036.0
rl3419964929,Feb 3-5,2023W05,4,0.0,1192,0,279517,183,150025.0
rl3634135809,Jun 30-Jul 2,2023W26,7,0.0,1354,0,74398,1,74398.0
rl3634135809,Jul 7-9,2023W27,10,-7.68,383,-971,137888,2,17231.0
rl3634135809,Jul 14-16,2023W28,18,-9.65,18,-365,146308,3,600.0
rl3634135809,Jul 21-23,2023W29,15,-6.97,6,-12,147558,4,182.0
rl670466817,Jan 6-8,2023W01,5,0.0,901,0,52387,1,52387.0
rl670466817,Jan 13-15,2023W02,4,-4.06,556,-345,105645,2,31126.0
rl670466817,Jan 20-22,2023W03,10,-8.02,147,-409,136115,3,6165.0
rl4219699969,Feb 24-26,2023W08,5,0.0,1044,0,77045,1,77045.0
rl4219699969,Mar 3-5,2023W09,9,-7.56,335,-709,128029,2,18831.0
rl4219699969,Mar 10-12,2023W10,16,-9.63,18,-317,133706,3,697.0
rl4219699969,Mar 17-19,2023W11,20,-6.01,8,-10,134842,4,278.0
rl2525528833,Mar 24-26,2023W12,6,0.0,958,0,65234,1,65234.0
rl2525528833,Mar 31-Apr 2,2023W13,5,-2.05,723,-235,125629,2,51879.0
rl2525528833,Apr 7-9,2023W14,16,-9.77,23,-700,131448,3,1175.0
rl2525528833,Apr 14-16,2023W15,17,-0.69,5,-18,131876,4,364.0
rl2525528833,Apr 21-23,2023W16,19,-2.64,5,0,131859,5,268.0
rl1219003137,Aug 25-27,2023W34,5,0.0,1121,0,494576,2,62020.0
rl1219003137,Sep 1-3,2023W35,13,-6.71,178,-943,551793,3,20393.0
rl1219003137,Sep 8-10,2023W36,13,-0.86,38,-140,566121,4,2860.0
rl1219003137,Sep 15-17,2023W37,17,-8.91,9,-29,562594,5,311.0
rl3229975297,Mar 3-5,2023W09,6,0.0,1446,0,49820,1,49820.0
rl3229975297,Mar 10-12,2023W10,10,-6.67,443,-1003,115131,2,16566.0
rl3229975297,Mar 17-19,2023W11,19,-9.76,7,-436,126970,3,402.0
rl3229975297,Mar 24-26,2023W12,22,4.18,31,24,128599,4,570.0
rl1131184897,Feb 19-21,2021W08,1,0.0,2584,0,260874,1,175632.0
rl1131184897,Feb 26-28,2021W09,1,-4.01,1897,-687,472266,2,105249.0
rl1131184897,Mar 5-7,2021W10,3,-5.11,579,-1318,569763,3,51504.0
rl1131184897,Mar 12-14,2021W11,3,-5.67,111,-468,598012,4,22289.0
rl1131184897,Mar 26-28,2021W13,8,0.0,16,0,607041,6,2808.0
rl1131184897,Apr 2-4,2021W14,11,-5.36,8,-8,608537,7,1302.0
rl1131184897,Apr 9-11,2021W15,16,-0.42,6,-2,633223,8,755.0
rl1131184897,Apr 16-18,2021W16,14,-0.04,8,2,633994,9,725.0
rl1131184897,Apr 23-25,2021W17,17,-4.26,8,0,634999,10,416.0
rl1131184897,Apr 30-May 2,2021W18,15,17.28,15,7,636355,11,1135.0
rl1131184897,Mar 10-12,2023W10,6,0.0,619,0,666707,108,46165.0
rl1131184897,Mar 17-19,2023W11,5,-2.73,452,-167,712383,109,33559.0
rl1131184897,Mar 24-26,2023W12,11,-6.22,175,-277,730705,110,12671.0
rl1131184897,Mar 31-Apr 2,2023W13,10,0.89,222,47,747876,111,13800.0
rl1509393153,"Dec 30-Jan 1, 2023",2022W52,4,0.0,2054,0,186746,1,186746.0
rl1509393153,Jan 6-8,2023W01,7,-9.01,596,-1458,291453,2,18448.0
rl1509393153,Jan 13-15,2023W02,8,-7.72,187,-409,306761,3,4211.0
rl1509393153,Jan 20-22,2023W03,15,-0.65,36,-151,311958,4,1475.0
rl1049002753,Mar 10-12,2023W10,3,0.0,1156,0,68736,1,68736.0
rl1049002753,Mar 17-19,2023W11,12,-0.92,179,-977,116223,2,5478.0
rl3523117825,Feb 10-12,2023W06,7,0.0,563,0,40010,1,40010.0
rl3523117825,Feb 17-19,2023W07,9,-7.47,180,-383,103084,2,10116.0
rl3523117825,Feb 24-26,2023W08,18,-0.88,22,-158,111237,3,1216.0
rl579896065,Apr 28-30,2023W17,7,0.0,645,0,59164,1,59164.0
rl579896065,May 5-7,2023W18,12,-9.13,112,-533,108451,2,5144.0
rl2711454465,Jun 23-25,2023W25,8,0.0,632,0,38740,1,33896.0
rl2711454465,Jun 30-Jul 2,2023W26,11,-3.64,261,-371,94717,2,21556.0
rl2711454465,Jul 7-9,2023W27,18,-8.57,43,-218,106508,3,3078.0
rl2711454465,Jul 14-16,2023W28,19,-8.89,9,-34,107833,4,343.0
rl1635812097,Feb 17-19,2023W07,6,0.0,747,0,47527,1,47527.0
rl1635812097,Feb 24-26,2023W08,9,-3.37,454,-293,87966,2,31491.0
rl1635812097,Mar 3-5,2023W09,11,-7.97,127,-327,100956,3,6384.0
rl1635812097,Mar 10-12,2023W10,22,-9.45,6,-121,102225,4,348.0
rl2868675329,Feb 3-5,2023W05,8,0.0,375,0,39629,1,39629.0
rl2868675329,Feb 10-12,2023W06,15,-7.56,150,-225,79003,2,9684.0
rl2868675329,Feb 17-19,2023W07,15,-5.37,41,-109,93904,3,4482.0
rl2868675329,Feb 24-26,2023W08,17,-5.73,20,-21,97738,4,1913.0
rl2868675329,Mar 3-5,2023W09,21,-5.41,10,-10,99387,5,878.0
rl2575729409,Mar 17-19,2023W11,10,0.0,114,0,7787,1,7787.0
rl2575729409,Mar 24-26,2023W12,10,14.08,280,166,43910,2,18751.0
rl2575729409,Mar 31-Apr 2,2023W13,11,-3.27,197,-83,67083,3,12619.0
rl2575729409,Apr 7-9,2023W14,10,-2.27,105,-92,87545,4,9751.0
rl2575729409,Apr 14-16,2023W15,14,-0.67,39,-66,95657,5,3220.0
rl2575729409,Apr 21-23,2023W16,15,-7.26,14,-25,98452,6,883.0
rl2968814337,Dec 23-25,2022W51,2,0.0,2315,0,244110,1,215961.0
rl2968814337,"Dec 30-Jan 1, 2023",2022W52,5,-6.95,1049,-1266,414585,2,65828.0
rl2968814337,Jan 6-8,2023W01,10,-8.06,384,-665,472521,3,12776.0
rl2968814337,Jan 13-15,2023W02,7,-1.27,450,66,498079,4,11156.0
rl2968814337,Jan 20-22,2023W03,13,-6.91,111,-339,512716,5,3447.0
rl917209857,Sep 1-3,2023W35,9,0.0,627,0,45765,1,45765.0
rl917209857,Sep 8-10,2023W36,9,-7.14,277,-350,92914,2,13107.0
rl917209857,Sep 15-17,2023W37,16,-8.83,29,-248,97855,3,1527.0
rl933987073,Sep 1-3,2023W35,10,0.0,545,0,37748,1,37748.0
rl933987073,Sep 8-10,2023W36,8,-6.09,267,-278,86347,2,14767.0
rl933987073,Sep 15-17,2023W37,15,-8.85,38,-229,94122,3,1703.0
rl933987073,Sep 22-24,2023W38,18,-6.14,14,-24,95820,4,657.0
rl1102676737,Oct 27-29,2023W43,5,0.0,547,0,196366,2,44674.0
rl1102676737,Nov 3-5,2023W44,8,-6.29,200,-347,235332,3,16566.0
rl1102676737,Nov 10-12,2023W45,14,-8.97,9,-191,247399,4,1709.0
rl1168016129,Jul 7-9,2023W27,8,0.0,343,0,19881,1,19881.0
rl1168016129,Jul 14-16,2023W28,5,2.57,473,130,45099,2,24981.0
rl1168016129,Jul 21-23,2023W29,5,-5.01,174,-299,74323,3,12456.0
rl1168016129,Jul 28-30,2023W30,10,-5.22,66,-108,86781,4,5957.0
rl1168016129,Aug 4-6,2023W31,11,-4.29,49,-17,91085,5,3403.0
rl1168016129,Aug 11-13,2023W32,15,-2.01,22,-27,94300,6,2720.0
rl1435861761,May 12-14,2023W19,4,0.0,985,0,59198,1,59198.0
rl1435861761,May 19-21,2023W20,9,-9.44,115,-870,94264,2,3299.0
rl418808577,Jan 6-8,2023W01,6,0.0,843,0,41433,1,41433.0
rl418808577,Jan 13-15,2023W02,6,-6.75,353,-490,77904,2,13478.0
rl418808577,Jan 20-22,2023W03,14,-8.29,100,-253,88898,3,2298.0
rl3651961601,Sep 15-17,2023W37,5,0.0,800,0,32207,1,32207.0
rl3651961601,Sep 22-24,2023W38,8,-5.65,246,-554,77794,2,13998.0
rl3651961601,Sep 29-Oct 1,2023W39,16,-8.44,25,-221,87250,3,2178.0
rl642023425,Dec 1-3,2023W48,6,0.0,458,0,60275,2,41972.0
rl642023425,Dec 15-17,2023W50,15,0.0,36,0,105370,4,2521.0
rl3350168321,Sep 22-24,2023W38,6,0.0,1253,0,48305,1,48305.0
rl3350168321,Sep 29-Oct 1,2023W39,12,-8.82,245,-1008,82654,2,5722.0
rl1042907905,Jan 7-9,2022W01,6,0.0,350,0,31839,0,31839.0
rl1042907905,Feb 24-26,2023W08,12,0.0,143,0,9561,1,9561.0
rl1042907905,Mar 3-5,2023W09,10,-0.44,106,-37,66779,2,9141.0
rl1042907905,Mar 10-12,2023W10,11,-6.73,34,-72,77050,3,2987.0
rl1042907905,Mar 17-19,2023W11,17,-8.27,4,-30,80161,4,517.0
rl983270145,Jun 9-11,2023W23,6,0.0,615,0,44479,1,44479.0
rl983270145,Jun 16-18,2023W24,15,-8.44,121,-494,73920,2,6923.0
rl983270145,Jun 23-25,2023W25,14,-0.81,20,-101,78855,3,1312.0
rl983270145,Jun 30-Jul 2,2023W26,17,-4.92,9,-11,79846,4,667.0
rl983270145,Jul 7-9,2023W27,22,-5.07,5,-4,79996,5,329.0
rl3885662977,Jun 16-18,2023W24,8,0.0,561,0,36923,1,36923.0
rl3885662977,Jun 23-25,2023W25,11,-7.98,135,-426,71745,2,7451.0
rl3885662977,Jun 30-Jul 2,2023W26,16,-8.94,12,-123,75722,3,793.0
rl3885662977,Jul 7-9,2023W27,21,-5.71,4,-8,75976,4,340.0
rl900432641,Sep 1-3,2023W35,8,0.0,724,0,47680,1,47680.0
rl900432641,Sep 8-10,2023W36,11,-8.61,195,-529,70579,2,6625.0
rl900432641,Sep 15-17,2023W37,13,-4.95,57,-138,73468,3,3346.0
rl900432641,Sep 22-24,2023W38,16,-3.81,17,-40,75553,4,2072.0
rl1287226113,Oct 27-29,2023W43,6,0.0,209,0,160674,3,30808.0
rl1287226113,Nov 3-5,2023W44,7,-3.04,274,65,186205,4,21428.0
rl1287226113,Nov 10-12,2023W45,8,-3.03,178,-96,204461,5,14946.0
rl1169392385,Oct 6-8,2023W40,8,0.0,1144,0,67443,1,45020.0
rl1169392385,Oct 13-15,2023W41,8,-9.05,228,-916,96843,2,4275.0
rl730825473,Apr 14-16,2023W15,6,0.0,1187,0,51374,1,51374.0
rl730825473,Apr 21-23,2023W16,10,-9.42,132,-1055,79637,2,2965.0
rl730825473,Apr 28-30,2023W17,14,-9.73,4,-128,73625,3,81.0
rl2560852737,Jul 28-30,2023W30,7,0.0,1398,0,46568,1,45331.0
rl2560852737,Aug 4-6,2023W31,8,-8.63,342,-1056,70078,2,6195.0
rl2560852737,Aug 11-13,2023W32,21,-9.85,11,-331,72899,3,95.0
rl407142401,Dec 1-3,2023W48,8,0.0,488,0,31732,1,31732.0
rl407142401,Dec 15-17,2023W50,16,0.0,28,0,70512,3,2206.0
rl1235780353,Aug 25-27,2023W34,7,0.0,0,0,220995,2,31312.0
rl1235780353,Sep 1-3,2023W35,15,-7.59,80,0,257442,3,7553.0
rl1403028225,Jul 21-23,2023W29,6,0.0,302,0,10634,2,10634.0
rl1403028225,Jul 28-30,2023W30,8,1.89,186,-116,36444,3,12643.0
rl1403028225,Aug 4-6,2023W31,7,-1.24,136,-50,60272,4,11079.0
rl1403028225,Aug 11-13,2023W32,17,-9.17,10,-126,65520,5,924.0
rl3556672257,Feb 10-12,2023W06,9,0.0,459,0,32780,1,32780.0
rl3556672257,Feb 17-19,2023W07,13,-8.22,156,-303,58164,2,5830.0
rl3556672257,Feb 24-26,2023W08,24,-8.96,7,-149,61178,3,609.0
rl1369473793,Jul 21-23,2023W29,3,0.0,711,0,30909,0,30909.0
rl1369473793,Jul 28-30,2023W30,11,0.0,153,0,56686,1,4563.0
rl1369473793,Aug 4-6,2023W31,15,-8.43,37,-116,60726,2,715.0
rl4137976577,Aug 11-13,2023W32,7,0.0,439,0,21857,1,21857.0
rl4137976577,Aug 25-27,2023W34,14,0.0,54,0,55599,3,4118.0
rl4137976577,Sep 1-3,2023W35,19,-0.66,15,-39,59762,4,1399.0
rl3539895041,Feb 10-12,2023W06,8,0.0,570,0,39570,1,39570.0
rl3539895041,Feb 17-19,2023W07,17,-0.92,84,-486,58849,2,3182.0
rl1452638977,May 12-14,2023W19,6,0.0,184,0,34556,1,32031.0
rl1452638977,May 19-21,2023W20,10,-9.05,150,-34,50440,2,3048.0
rl440696833,Dec 1-3,2023W48,12,0.0,901,0,23448,1,23448.0
rl440696833,Dec 15-17,2023W50,23,0.0,9,0,56028,3,506.0
rl3246752513,Mar 3-5,2023W09,7,0.0,1047,0,41923,1,41923.0
rl3246752513,Mar 10-12,2023W10,12,-9.43,111,-936,55418,2,2372.0
rl1386251009,Jul 21-23,2023W29,4,0.0,783,0,29166,2,23728.0
rl1386251009,Jul 28-30,2023W30,13,-8.44,158,-625,44417,3,3708.0
rl1386251009,Aug 4-6,2023W31,16,-8.64,11,-147,60726,4,505.0
rl3561390081,Dec 15-17,2023W50,7,0.0,699,0,32988,1,32988.0
rl3561390081,Dec 22-24,2023W51,10,-8.98,77,-622,51702,2,3350.0
rl4009394945,Jan 27-29,2023W04,12,0.0,411,0,26931,1,26931.0
rl4009394945,Feb 3-5,2023W05,15,-6.34,213,-198,51481,2,9844.0
rl3868885761,Jun 16-18,2023W24,6,0.0,670,0,50657,1,50657.0
rl2851898113,Feb 3-5,2023W05,10,0.0,180,0,45696,1,37048.0
rl2851898113,Feb 10-12,2023W06,20,-8.93,71,-109,58066,2,3968.0
