MovieID,Date,Calendar_Week,Rank,Compare_LW,Theaters,Change,To_Date,Weekend,Weekend_Gross
rl2235663105,Jun 26-28,2020W26,13,1.43,9,-7,451919,5,1156.0
rl2235663105,Jul 3-5,2020W27,12,11.67,1,-8,455731,6,2505.0
rl2235663105,Jul 17-19,2020W29,14,0.0,1,0,455892,8,161.0
rl658735873,Jun 19-21,2020W25,4,0.0,718,0,33133,1,33133.0
rl658735873,Jun 26-28,2020W26,2,18.09,1502,784,136011,2,93077.0
rl658735873,Jul 3-5,2020W27,3,-0.21,1317,-185,254773,3,91090.0
rl658735873,Jul 10-12,2020W28,6,-7.42,251,-1066,340520,4,23506.0
rl658735873,Jul 17-19,2020W29,9,-6.88,172,-79,354651,5,7326.0
rl658735873,Jul 24-26,2020W30,9,-0.67,71,-101,359914,6,2417.0
rl658735873,Jul 31-Aug 2,2020W31,16,-9.95,2,-69,361539,7,12.0
rl2444657153,Feb 14-16,2020W07,7,0.0,1065,0,110456,1,110456.0
rl2444657153,Feb 21-23,2020W08,6,-0.47,647,-418,243552,2,58526.0
rl2444657153,Feb 28-Mar 1,2020W09,8,-6.12,316,-331,307362,3,22695.0
rl2444657153,Mar 6-8,2020W10,12,-6.85,203,-113,327494,4,7155.0
rl2444657153,Mar 20-22,2020W12,7,0.0,80,0,328921,6,1881.0
rl3376972545,Aug 7-9,2020W32,1,0.0,2376,0,170821,1,138071.0
rl3376972545,Aug 14-16,2020W33,3,-0.81,477,-1899,303312,2,26278.0
rl3376972545,Aug 21-23,2020W34,7,-5.55,373,-104,340115,3,11682.0
rl3376972545,Aug 28-30,2020W35,12,-9.58,20,-353,340188,4,491.0
rl3376972545,Sep 4-6,2020W36,11,-5.93,8,-12,345848,5,200.0
rl3376972545,Sep 11-13,2020W37,17,-0.57,3,-5,346552,6,86.0
rl423854849,Jun 19-21,2020W25,1,0.0,2679,0,134256,1,134256.0
rl423854849,Jun 26-28,2020W26,4,-5.92,1418,-1261,271846,2,54714.0
rl423854849,Jul 3-5,2020W27,9,-8.79,217,-1201,302841,3,6629.0
rl608535297,Jul 10-12,2020W28,3,0.0,2807,0,180976,1,148219.0
rl608535297,Jul 17-19,2020W29,5,-8.08,722,-2085,306325,2,28419.0
rl608535297,Jul 24-26,2020W30,6,-0.75,272,-450,321802,3,7105.0
rl608535297,Jul 31-Aug 2,2020W31,14,-0.98,12,-260,324791,4,145.0
rl2723054337,Sep 4-6,2020W36,2,0.0,2545,0,333169,1,135571.0
rl2723054337,Sep 11-13,2020W37,4,-6.72,1050,-1495,448440,2,44500.0
rl2723054337,Sep 18-20,2020W38,12,-0.81,205,-845,476641,3,8451.0
rl2723054337,Sep 25-27,2020W39,17,-0.9,45,-160,479799,4,846.0
rl2723054337,Oct 2-4,2020W40,15,-6.34,8,-37,480756,5,310.0
rl624984833,Jun 5-7,2020W23,1,0.0,2125,0,103819,1,103819.0
rl624984833,Jun 12-14,2020W24,2,-4.99,2125,0,221471,2,52062.0
rl624984833,Jun 19-21,2020W25,9,-8.61,288,-1837,257267,3,7261.0
rl624984833,Jun 26-28,2020W26,14,-0.86,99,-189,262345,4,1018.0
rl624984833,Aug 28-30,2020W35,10,0.0,58,0,265265,13,685.0
rl3383460353,Dec 13-15,2019W50,1,0.0,551,0,1125295,1,811001.0
rl3383460353,Dec 20-22,2019W51,3,-6.27,225,-326,1914439,2,302159.0
rl3383460353,Dec 27-29,2019W52,4,-6.03,212,-13,2248515,3,120099.0
rl3383460353,Jan 3-5,2020W01,7,-7.47,58,-154,2390956,4,30436.0
rl3383460353,Jan 10-12,2020W02,10,-5.24,22,-36,2421592,5,14500.0
rl3383460353,Jan 17-19,2020W03,12,-5.29,25,3,2480573,6,6829.0
rl3383460353,Jan 24-26,2020W04,18,-9.53,8,-17,2480750,7,319.0
rl3092742913,Oct 9-11,2020W41,2,0.0,2154,0,120888,1,120888.0
rl3092742913,Oct 16-18,2020W42,6,-7.31,782,-1372,201382,2,32528.0
rl3092742913,Oct 23-25,2020W43,8,-8.11,103,-679,218820,3,6144.0
rl3092742913,Oct 30-Nov 1,2020W44,9,-6.71,30,-73,222989,4,2020.0
rl3092742913,Nov 6-8,2020W45,13,-8.03,9,-21,223850,5,398.0
rl3881534209,Oct 30-Nov 1,2020W44,3,0.0,1184,0,108992,1,108992.0
rl3881534209,Nov 6-8,2020W45,6,-6.31,642,-542,203741,2,40181.0
rl3881534209,Nov 13-15,2020W46,13,-9.37,42,-600,221807,3,2526.0
rl3881534209,Nov 20-22,2020W47,19,-8.35,10,-32,223672,4,418.0
rl3544679169,Jul 24-26,2020W30,2,0.0,1862,0,111012,1,111012.0
rl3544679169,Jul 31-Aug 2,2020W31,4,-8.24,555,-1307,191118,2,19535.0
rl3544679169,Aug 7-9,2020W32,8,-7.35,96,-459,204857,3,5181.0
rl3544679169,Aug 14-16,2020W33,6,-4.72,96,0,211685,4,2738.0
rl3544679169,Aug 21-23,2020W34,12,-5.72,49,-47,214934,5,1173.0
rl2706277121,Sep 4-6,2020W36,3,0.0,1381,0,86709,1,86709.0
rl2706277121,Sep 11-13,2020W37,6,-0.57,724,-657,173585,2,37244.0
rl2706277121,Sep 18-20,2020W38,15,-8.47,166,-558,203753,3,5712.0
rl2706277121,Sep 25-27,2020W39,11,-0.69,64,-102,208351,4,1772.0
rl2706277121,Oct 2-4,2020W40,12,-5.52,14,-50,211670,5,793.0
rl2522841857,Nov 20-22,2020W47,3,0.0,1658,0,91822,1,91822.0
rl2522841857,Nov 27-29,2020W48,5,-6.92,737,-921,178827,2,28315.0
rl2522841857,Dec 4-6,2020W49,12,-8.13,263,-474,198031,3,5297.0
rl2522841857,Dec 11-13,2020W50,12,-8.41,40,-223,202474,4,840.0
rl3612574465,Sep 18-20,2020W38,7,0.0,563,0,34438,1,34438.0
rl3612574465,Sep 25-27,2020W39,2,11.91,1057,494,109898,2,75461.0
rl3612574465,Oct 2-4,2020W40,5,-4.33,544,-513,174182,3,42765.0
rl3612574465,Oct 9-11,2020W41,9,-8.76,51,-493,181740,4,5322.0
rl3612574465,Oct 16-18,2020W42,11,-5.82,37,-14,184126,5,2227.0
rl3612574465,Oct 23-25,2020W43,7,2.45,179,142,192303,6,7683.0
rl3612574465,Oct 30-Nov 1,2020W44,8,-5.67,57,-122,196329,7,3324.0
rl3199566337,Jan 31-Feb 2,2020W05,4,0.0,1379,0,115797,1,112076.0
rl3199566337,Feb 7-9,2020W06,7,-8.59,455,-924,192146,2,15770.0
rl2252440321,May 29-31,2020W22,3,0.0,1273,0,48617,1,48617.0
rl2252440321,Jun 5-7,2020W23,2,1.19,1127,-146,140936,2,54409.0
rl2252440321,Jun 12-14,2020W24,8,-7.74,289,-838,173576,3,12298.0
rl2252440321,Jun 19-21,2020W25,12,-8.35,40,-249,180364,4,2034.0
rl2252440321,Jun 26-28,2020W26,17,-5.97,22,-18,183170,5,819.0
rl1984529153,Jul 31-Aug 2,2020W31,2,0.0,1625,0,102239,1,79730.0
rl1984529153,Aug 7-9,2020W32,3,-6.74,597,-1028,178592,2,25986.0
rl1984529153,Aug 14-16,2020W33,7,-9.09,61,-536,200979,3,2352.0
rl1984529153,Aug 21-23,2020W34,13,-0.81,21,-40,202941,4,446.0
rl2941158145,Sep 4-6,2020W36,4,0.0,1621,0,85978,1,85978.0
rl2941158145,Sep 11-13,2020W37,7,-7.21,520,-1101,163390,2,23967.0
rl2941158145,Sep 18-20,2020W38,17,-0.9,129,-391,179181,3,2402.0
rl2941158145,Sep 25-27,2020W39,19,-9.54,6,-123,180108,4,110.0
rl3813507841,Aug 21-23,2020W34,1,0.0,1388,0,96916,1,73546.0
rl3813507841,Aug 28-30,2020W35,3,-6.25,678,-710,96937,2,27601.0
rl3813507841,Sep 4-6,2020W36,8,-9.16,89,-589,193900,3,2324.0
rl3813507841,Sep 11-13,2020W37,12,8.15,94,5,199613,4,4219.0
rl3813507841,Sep 18-20,2020W38,21,-8.08,39,-55,202911,5,808.0
rl2472510209,Nov 20-22,2020W47,4,0.0,1259,0,80725,1,80725.0
rl2472510209,Nov 27-29,2020W48,6,-6.84,467,-792,156757,2,25543.0
rl2472510209,Dec 4-6,2020W49,14,-9.12,104,-363,169210,3,2239.0
rl2472510209,Dec 11-13,2020W50,13,-6.83,11,-93,170917,4,709.0
rl3468329473,Mar 6-8,2020W10,3,0.0,1902,0,167237,2,101325.0
rl3468329473,Mar 20-22,2020W12,4,0.0,58,0,228576,4,6910.0
rl3142222593,Aug 14-16,2020W33,1,0.0,684,0,76878,1,51843.0
rl3142222593,Aug 21-23,2020W34,4,-2.62,839,155,184465,2,38255.0
rl3142222593,Aug 28-30,2020W35,7,-8.44,166,-673,184505,3,5981.0
rl440632065,Jun 19-21,2020W25,3,0.0,1627,0,89190,1,72105.0
rl440632065,Jun 26-28,2020W26,6,-6.83,749,-878,158516,2,22838.0
rl440632065,Jul 3-5,2020W27,11,-8.82,84,-665,172289,3,2690.0
rl440632065,Jul 10-12,2020W28,15,-9.89,5,-79,175027,4,30.0
rl3485106689,Mar 6-8,2020W10,4,0.0,1330,0,75269,2,75269.0
rl3485106689,Mar 20-22,2020W12,3,0.0,101,0,139835,4,9724.0
rl2913239553,Nov 22-24,2019W47,1,0.0,7961,0,1473666,1,1226089.0
rl2913239553,Nov 29-Dec 1,2019W48,1,-4.91,4581,-3380,2551258,2,624585.0
rl2913239553,Dec 6-8,2019W49,2,-5.76,2612,-1969,2956224,3,264811.0
rl2913239553,Dec 13-15,2019W50,2,-6.56,792,-1820,3102320,4,91050.0
rl2913239553,Dec 20-22,2019W51,4,-4.06,318,-474,3182843,5,54089.0
rl2913239553,Dec 27-29,2019W52,12,-8.95,29,-289,3203798,6,5699.0
rl2913239553,Jan 3-5,2020W01,13,-6.42,18,-11,3213517,7,2038.0
rl2913239553,Jan 10-12,2020W02,15,-3.84,17,-1,3350675,8,1256.0
rl2913239553,Jan 17-19,2020W03,18,-9.67,2,-15,3351572,9,42.0
rl3495985921,Dec 4-6,2020W49,2,0.0,1325,0,74836,1,74836.0
rl3495985921,Dec 11-13,2020W50,10,-8.46,290,-1035,138877,2,11547.0
rl3495985921,Dec 18-20,2020W51,7,-0.88,1,-289,144107,3,1388.0
rl3495985921,Dec 25-27,2020W52,6,12.03,3,2,147071,4,3058.0
rl878478081,Nov 6-8,2020W45,5,0.0,858,0,51444,22,50749.0
rl878478081,Nov 13-15,2020W46,5,-2.74,531,-327,94556,23,36857.0
rl878478081,Nov 20-22,2020W47,7,0.17,530,-1,142413,24,43123.0
rl878478081,Nov 27-29,2020W48,15,-9.89,12,-518,143369,25,455.0
rl3752296961,Nov 29-Dec 1,2019W48,2,0.0,4470,0,630892,1,458922.0
rl3752296961,Dec 6-8,2019W49,1,-1.61,3907,-563,1419852,2,385243.0
rl3752296961,Dec 13-15,2019W50,3,-0.78,1186,-2721,1714231,3,84821.0
rl3752296961,Dec 20-22,2019W51,9,-9.53,77,-1109,1805889,4,3948.0
rl3752296961,Dec 27-29,2019W52,15,-9.11,6,-71,1808620,5,351.0
rl3752296961,Jan 3-5,2020W01,18,-3.62,2,-4,1811375,6,224.0
rl3752296961,Jan 10-12,2020W02,17,-5.27,3,1,1949649,7,106.0
rl3752296961,Jan 17-19,2020W03,17,-4.43,4,1,1950104,8,59.0
rl62620161,Feb 28-Mar 1,2020W09,3,0.0,1488,0,83925,1,83925.0
rl62620161,Mar 6-8,2020W10,9,-8.32,352,-1136,141129,2,14061.0
rl1917879041,Sep 11-13,2020W37,2,0.0,2,0,149032,1,94556.0
rl1917879041,Sep 18-20,2020W38,10,-8.65,292,290,189282,2,12781.0
rl1917879041,Sep 25-27,2020W39,15,-8.83,52,-240,189151,3,1493.0
rl3663758081,Dec 4-6,2020W49,4,0.0,1370,0,65223,1,65223.0
rl3663758081,Dec 11-13,2020W50,8,-7.25,366,-1004,126048,2,17914.0
rl3663758081,Dec 18-20,2020W51,10,-9.95,4,-362,131564,3,97.0
rl2438300417,Oct 2-4,2020W40,2,0.0,1749,0,89569,1,81154.0
rl2438300417,Oct 9-11,2020W41,7,-8.37,493,-1256,134009,2,13255.0
rl2438300417,Oct 16-18,2020W42,14,-8.97,61,-432,137547,3,1370.0
rl1901101825,Sep 11-13,2020W37,5,0.0,693,0,43160,1,43160.0
rl1901101825,Sep 18-20,2020W38,4,-0.16,712,19,89818,2,42466.0
rl1901101825,Sep 25-27,2020W39,4,-4.88,366,-346,115642,3,21724.0
rl1901101825,Oct 2-4,2020W40,9,-7.81,56,-310,124359,4,4756.0
rl1901101825,Oct 9-11,2020W41,13,-5.78,21,-35,126516,5,2005.0
rl1901101825,Oct 16-18,2020W42,13,-0.27,59,38,128344,6,1464.0
rl3461579521,Sep 18-20,2020W38,2,0.0,1102,0,59055,1,59055.0
rl3461579521,Sep 25-27,2020W39,6,-7.73,451,-651,110241,2,13421.0
rl3461579521,Oct 2-4,2020W40,10,-8.63,69,-382,125971,3,1844.0
rl3461579521,Oct 9-11,2020W41,17,-9.82,3,-66,126360,4,34.0
rl3730866945,Dec 4-6,2020W49,3,0.0,1317,0,71394,1,71394.0
rl3730866945,Dec 11-13,2020W50,9,-7.76,371,-946,117805,2,15981.0
rl3730866945,Dec 18-20,2020W51,11,-9.97,3,-368,122011,3,43.0
rl2656011009,Aug 28-30,2020W35,4,0.0,450,0,19439,1,18672.0
rl2656011009,Sep 4-6,2020W36,5,10.02,629,179,95165,2,37373.0
rl2656011009,Sep 11-13,2020W37,11,-6.79,196,-433,112475,3,12005.0
rl2656011009,Sep 18-20,2020W38,20,-9.06,34,-162,116013,4,1125.0
rl2656011009,Sep 25-27,2020W39,12,5.75,13,-21,117917,5,1772.0
rl2656011009,Oct 2-4,2020W40,13,-6.96,10,-3,118657,6,538.0
rl2656011009,Oct 9-11,2020W41,16,1.13,7,-3,119287,7,599.0
rl1094746881,Jun 12-14,2020W24,4,0.0,1084,0,46501,1,46501.0
rl1094746881,Jun 19-21,2020W25,7,-5.82,426,-658,95684,2,19426.0
rl1094746881,Jun 26-28,2020W26,9,-6.74,92,-334,114336,3,6330.0
rl1094746881,Jul 3-5,2020W27,17,-9.51,7,-85,116117,4,312.0
rl811369217,Nov 6-8,2020W45,4,0.0,1141,0,67500,31,52278.0
rl811369217,Nov 13-15,2020W46,9,-7.17,345,-796,113277,32,14814.0
rl811369217,Nov 20-22,2020W47,14,-8.43,30,-315,127198,33,2321.0
rl811369217,Nov 27-29,2020W48,16,-0.98,4,-26,128358,34,47.0
rl3216343553,Jan 31-Feb 2,2020W05,6,0.0,806,0,65434,1,62928.0
rl3216343553,Feb 7-9,2020W06,8,-7.76,310,-496,115036,2,14073.0
rl498565633,Feb 7-9,2020W06,6,0.0,98,0,32484,1,32484.0
rl498565633,Feb 14-16,2020W07,10,-2.79,98,0,91362,2,23421.0
rl498565633,Feb 21-23,2020W08,15,-8.27,13,-85,105596,3,4046.0
rl498565633,Feb 28-Mar 1,2020W09,17,-5.87,5,-8,109500,4,1671.0
rl498565633,Mar 6-8,2020W10,19,-4.31,2,-3,111213,5,951.0
rl2421129985,Aug 28-30,2020W35,2,0.0,909,0,42617,1,42617.0
rl2421129985,Sep 4-6,2020W36,6,-5.82,331,-578,108993,2,17797.0
rl2421129985,Sep 11-13,2020W37,14,-9.79,7,-324,110715,3,377.0
rl2892071681,Nov 27-29,2020W48,3,0.0,1489,0,77194,1,65014.0
rl2892071681,Dec 4-6,2020W49,9,-0.81,379,-1110,114699,2,12337.0
rl2892071681,Dec 11-13,2020W50,19,-9.97,5,-374,120744,3,41.0
rl2656862977,Nov 13-15,2020W46,4,0.0,1185,0,94271,1,60934.0
rl2656862977,Nov 20-22,2020W47,11,-8.63,214,-971,138042,2,8334.0
rl2656862977,Nov 27-29,2020W48,19,-9.98,2,-212,139511,3,16.0
rl1917420289,Jul 31-Aug 2,2020W31,7,0.0,312,0,8299,0,8299.0
rl1917420289,Oct 16-18,2020W42,4,0.0,748,0,46317,1,37923.0
rl1917420289,Oct 23-25,2020W43,2,-0.97,537,-211,86620,2,34234.0
rl1917420289,Oct 30-Nov 1,2020W44,7,-6.73,193,-344,100612,3,11202.0
rl1917420289,Nov 6-8,2020W45,12,-9.61,7,-186,102361,4,433.0
rl1917420289,Nov 13-15,2020W46,15,1.66,10,3,102912,5,505.0
rl1917420289,Nov 20-22,2020W47,20,-4.44,6,-4,103180,6,281.0
rl481788417,Feb 7-9,2020W06,5,0.0,990,0,56109,1,56109.0
rl481788417,Feb 14-16,2020W07,12,-9.18,102,-888,102938,2,4610.0
rl3208872705,Jun 26-28,2020W26,3,0.0,1297,0,61298,1,61298.0
rl3208872705,Jul 3-5,2020W27,8,-8.91,250,-1047,102239,2,6710.0
rl3703144961,Feb 21-23,2020W08,8,0.0,570,0,31901,0,31901.0
rl3703144961,Feb 28-Mar 1,2020W09,9,0.0,287,0,76999,1,21121.0
rl3703144961,Mar 6-8,2020W10,11,-6.02,120,-167,98530,2,8416.0
rl3703144961,Mar 20-22,2020W12,11,0.0,1,0,101617,4,340.0
rl744063745,Oct 16-18,2020W42,3,0.0,1529,0,51067,1,51067.0
rl744063745,Oct 23-25,2020W43,5,-7.75,397,-1132,96116,2,11504.0
rl744063745,Oct 30-Nov 1,2020W44,12,-9.25,28,-369,100499,3,862.0
rl1145078529,Jun 12-14,2020W24,3,0.0,1277,0,50418,1,50418.0
rl1145078529,Jun 19-21,2020W25,8,-7.37,373,-904,89637,2,13266.0
rl1145078529,Jun 26-28,2020W26,15,-9.27,20,-353,97085,3,972.0
rl457409281,Jun 19-21,2020W25,5,0.0,858,0,32234,1,32234.0
rl457409281,Jun 26-28,2020W26,7,-3.44,447,-411,65702,2,21139.0
rl457409281,Jul 3-5,2020W27,7,-6.57,205,-242,77939,3,7242.0
rl457409281,Jul 10-12,2020W28,9,-6.08,33,-172,88826,4,2838.0
rl457409281,Jul 17-19,2020W29,11,-5.78,23,-10,91424,5,1197.0
rl457409281,Jul 24-26,2020W30,11,-2.53,21,-2,93167,6,894.0
rl457409281,Jul 31-Aug 2,2020W31,12,-3.89,3,-18,96263,7,546.0
rl4181820161,May 29-31,2020W22,2,0.0,1414,0,241539,2,63675.0
rl4181820161,Jun 5-7,2020W23,8,-8.49,419,-995,273988,3,9610.0
rl760840961,Oct 16-18,2020W42,2,0.0,1411,0,69902,1,62089.0
rl760840961,Oct 23-25,2020W43,6,-8.73,296,-1115,103408,2,7888.0
rl558203649,Jul 10-12,2020W28,4,0.0,775,0,50814,1,39443.0
rl558203649,Jul 17-19,2020W29,7,-0.7,271,-504,85858,2,11834.0
rl558203649,Jul 24-26,2020W30,8,-6.67,52,-219,96302,3,3941.0
rl558203649,Jul 31-Aug 2,2020W31,10,-7.08,20,-32,101527,4,1152.0
rl558203649,Aug 7-9,2020W32,9,-1.74,15,-5,103029,5,951.0
rl558203649,Aug 14-16,2020W33,12,-0.57,8,-7,103986,6,409.0
rl4206068225,Jan 24-26,2020W04,8,0.0,149,0,7651,1,7651.0
rl4206068225,Jan 31-Feb 2,2020W05,9,13.58,241,92,62456,2,18038.0
rl4206068225,Feb 7-9,2020W06,11,-5.13,239,-2,86203,3,8785.0
rl4206068225,Feb 14-16,2020W07,15,-8.94,11,-228,91587,4,930.0
rl2421523201,Oct 2-4,2020W40,3,0.0,957,0,58977,1,55707.0
rl2421523201,Oct 9-11,2020W41,5,-5.59,453,-504,90064,2,24589.0
rl2421523201,Oct 16-18,2020W42,15,-9.63,13,-440,91605,3,902.0
rl2998239745,Jan 31-Feb 2,2020W05,8,0.0,773,0,31855,0,31660.0
rl2998239745,Nov 20-22,2020W47,10,0.0,626,0,17291,1,17291.0
rl2998239745,Nov 27-29,2020W48,7,-1.43,576,-50,70490,2,14817.0
rl2998239745,Dec 4-6,2020W49,13,-0.69,205,-371,82427,3,4592.0
rl2998239745,Dec 11-13,2020W50,16,-9.28,13,-192,84892,4,332.0
rl2494988801,Feb 14-16,2020W07,8,0.0,789,0,53751,1,53751.0
rl2494988801,Feb 21-23,2020W08,13,-8.76,151,-638,75731,2,6686.0
rl2494988801,Feb 28-Mar 1,2020W09,18,-8.53,15,-136,80159,3,981.0
rl2494988801,Mar 6-8,2020W10,21,-0.53,6,-9,81294,4,461.0
rl1950974721,Jul 31-Aug 2,2020W31,3,0.0,934,0,34664,1,34664.0
rl1950974721,Aug 7-9,2020W32,5,-6.77,280,-654,69816,2,11195.0
rl1950974721,Aug 14-16,2020W33,10,-8.86,66,-214,78750,3,1276.0
rl1950974721,Aug 21-23,2020W34,14,-8.46,12,-54,80188,4,197.0
rl2489287425,Nov 20-22,2020W47,6,0.0,1188,0,43713,1,43713.0
rl2489287425,Nov 27-29,2020W48,11,-8.01,336,-852,74704,2,8679.0
rl2489287425,Dec 4-6,2020W49,16,-8.69,35,-301,79081,3,1140.0
rl3394470657,Sep 18-20,2020W38,3,0.0,1194,0,44335,1,44335.0
rl3394470657,Sep 25-27,2020W39,8,-8.22,331,-863,77681,2,7913.0
rl1129808641,Oct 9-11,2020W41,4,0.0,911,0,40382,1,40382.0
rl1129808641,Oct 16-18,2020W42,7,-6.19,457,-454,73881,2,15373.0
rl1129808641,Oct 23-25,2020W43,11,-0.97,24,-433,77182,3,463.0
rl2656404225,Oct 2-4,2020W40,4,0.0,1163,0,52078,1,52078.0
rl2656404225,Oct 9-11,2020W41,12,-9.58,133,-1030,76530,2,2169.0
rl2656404225,Oct 16-18,2020W42,18,-9.88,3,-130,76944,3,25.0
rl2168554241,May 29-31,2020W22,4,0.0,945,0,38378,1,38378.0
rl2168554241,Jun 5-7,2020W23,7,-7.21,284,-661,69459,2,10696.0
rl2168554241,Jun 12-14,2020W24,14,-9.42,20,-264,75663,3,620.0
rl2168554241,Jun 19-21,2020W25,17,0.0,74,54,76877,4,620.0
rl1111786241,Jul 17-19,2020W29,4,0.0,747,0,38530,1,30843.0
rl1111786241,Jul 24-26,2020W30,5,-5.12,393,-354,67761,2,15051.0
rl1111786241,Jul 31-Aug 2,2020W31,15,-9.97,5,-388,78403,3,50.0
rl1111786241,Aug 7-9,2020W32,13,-0.56,2,-3,78463,4,22.0
rl3211100929,Dec 11-13,2020W50,5,0.0,960,0,49978,1,49978.0
rl3211100929,Dec 18-20,2020W51,8,-9.81,45,-915,69808,2,972.0
rl279740929,Dec 27-29,2019W52,6,0.0,499,0,41932,1,40075.0
rl279740929,Jan 3-5,2020W01,8,-0.59,233,-266,101265,2,16433.0
rl279740929,Jan 10-12,2020W02,13,-8.37,25,-208,107117,3,2683.0
rl279740929,Jan 17-19,2020W03,14,-0.85,32,7,110012,4,2455.0
rl279740929,Jan 24-26,2020W04,21,-9.86,1,-31,110168,5,34.0
rl641762049,Jun 5-7,2020W23,5,0.0,1086,0,40982,1,36699.0
rl641762049,Jun 12-14,2020W24,9,-7.59,328,-758,64922,2,8860.0
rl641762049,Jun 19-21,2020W25,16,-8.92,73,-255,69910,3,954.0
rl3360916225,Sep 18-20,2020W38,6,0.0,690,0,37820,1,37820.0
rl3360916225,Sep 25-27,2020W39,9,-8.63,185,-505,61241,2,5186.0
rl3360916225,Oct 2-4,2020W40,19,-9.98,2,-183,64950,3,10.0
rl3360916225,Dec 11-13,2020W50,17,0.0,11,0,65316,13,133.0
rl363627009,Dec 27-29,2019W52,10,0.0,274,0,20820,1,19173.0
rl363627009,Jan 3-5,2020W01,10,-4.33,224,-50,59324,2,10863.0
rl363627009,Jan 10-12,2020W02,12,-4.44,147,-77,85749,3,6035.0
rl608207617,Jun 5-7,2020W23,4,0.0,1055,0,37402,1,37402.0
rl608207617,Jun 12-14,2020W24,10,-0.85,194,-861,62503,2,5597.0
rl3629875969,Oct 30-Nov 1,2020W44,5,0.0,1018,0,45881,1,45881.0
rl3629875969,Nov 6-8,2020W45,9,-9.17,151,-867,62272,2,3804.0
rl3847062273,Aug 21-23,2020W34,2,0.0,1033,0,62116,1,62116.0
rl3847062273,Aug 28-30,2020W35,5,-8.21,333,-700,62129,2,11103.0
rl2957214465,Jun 26-28,2020W26,5,0.0,1039,0,31876,1,31876.0
rl2957214465,Jul 3-5,2020W27,10,-0.88,174,-865,51868,2,3837.0
rl2957214465,Jul 10-12,2020W28,13,-8.76,13,-161,60148,3,477.0
rl2269217537,May 29-31,2020W22,9,0.0,214,0,6239,12,6239.0
rl2269217537,Jun 5-7,2020W23,6,22.25,533,319,28264,13,20122.0
rl2269217537,Jun 12-14,2020W24,11,-7.89,125,-408,34866,14,4246.0
rl407077633,Jun 19-21,2020W25,6,0.0,1123,0,30079,1,28155.0
rl407077633,Jun 26-28,2020W26,8,-7.34,261,-862,51171,2,7483.0
rl407077633,Jul 3-5,2020W27,14,-9.41,42,-219,53545,3,439.0
rl1161855745,Jun 12-14,2020W24,5,0.0,873,0,33822,1,33822.0
rl1161855745,Jun 19-21,2020W25,10,-8.36,201,-672,45611,2,5561.0
rl1161855745,Jun 26-28,2020W26,12,-5.82,6,-195,49238,3,2326.0
rl112951809,Feb 28-Mar 1,2020W09,7,0.0,914,0,29982,1,29982.0
rl112951809,Mar 6-8,2020W10,15,-9.05,128,-786,47803,2,2854.0
rl3377693441,Sep 18-20,2020W38,8,0.0,618,0,29140,1,29140.0
rl3377693441,Sep 25-27,2020W39,10,-9.15,105,-513,44865,2,2474.0
rl3377693441,Oct 2-4,2020W40,17,-9.53,8,-97,46639,3,117.0
rl3377693441,Oct 9-11,2020W41,18,-8.21,1,-7,46734,4,21.0
rl3830285057,Aug 21-23,2020W34,5,0.0,575,0,25724,1,25724.0
rl3830285057,Aug 28-30,2020W35,8,-8.41,138,-437,25729,2,4094.0
rl3830285057,Sep 4-6,2020W36,10,-9.49,11,-127,45072,3,208.0
rl3779953409,Aug 21-23,2020W34,3,0.0,1206,0,45071,1,45071.0
rl531399169,Dec 27-29,2019W52,5,0.0,650,0,104151,1,50588.0
rl531399169,Jan 3-5,2020W01,11,-8.78,133,-517,139092,2,6163.0
rl531399169,Jan 10-12,2020W02,19,-9.96,2,-131,147152,3,23.0
rl2444132865,Jan 10-12,2020W02,8,0.0,635,0,23896,0,22928.0
rl2444132865,Jan 17-19,2020W03,13,0.0,144,0,36920,0,2752.0
rl2444132865,Jan 24-26,2020W04,13,0.0,32,0,42710,0,1396.0
rl3719922177,Feb 21-23,2020W08,11,0.0,447,0,19795,1,19795.0
rl3719922177,Feb 28-Mar 1,2020W09,12,-6.49,124,-323,41327,2,6954.0
rl828146433,Nov 6-8,2020W45,7,0.0,471,0,20064,22,17793.0
rl828146433,Nov 13-15,2020W46,12,-8.14,91,-380,39902,23,3307.0
rl828146433,Nov 20-22,2020W47,17,-6.81,8,-83,42801,24,1055.0
rl1900643073,Jul 31-Aug 2,2020W31,5,0.0,703,0,12726,1,12726.0
rl1900643073,Aug 7-9,2020W32,7,-3.75,403,-300,29588,2,7953.0
rl1900643073,Aug 14-16,2020W33,8,-0.77,48,-355,35587,3,1833.0
rl1900643073,Aug 21-23,2020W34,9,0.8,130,82,40318,4,3300.0
rl1111655169,Jul 3-5,2020W27,4,0.0,723,0,21117,1,21117.0
rl1111655169,Jul 10-12,2020W28,10,-8.69,115,-608,37724,2,2766.0
rl2673181441,Oct 2-4,2020W40,6,0.0,775,0,25646,1,25646.0
rl2673181441,Oct 9-11,2020W41,14,-9.46,74,-701,37483,2,1386.0
rl2673640193,Nov 13-15,2020W46,7,0.0,519,0,18648,1,18648.0
rl2673640193,Nov 20-22,2020W47,15,-9.21,52,-467,37442,2,1482.0
rl78610945,Jan 3-5,2020W01,9,0.0,321,0,16641,1,15675.0
rl78610945,Jan 10-12,2020W02,11,-5.87,83,-238,33336,2,6472.0
rl78610945,Jan 17-19,2020W03,15,-8.94,6,-77,37138,3,686.0
